Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime,time_gap,segment_id,true_anomaly,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,day_sin,day_cos,year_sin,year_cos,active_power_lag_1,active_power_lag_5,active_power_lag_15,active_power_lag_60,active_power_rolling_mean_15,active_power_rolling_std_15,active_power_rolling_min_15,active_power_rolling_max_15,active_power_rolling_mean_60,active_power_rolling_std_60,active_power_rolling_min_60,active_power_rolling_max_60,active_power_change_1,active_power_change_rate,deviation_from_15min_mean,deviation_from_60min_mean,rolling_zscore_15,rolling_zscore_60,active_power_change_rate_log,rolling_zscore_15_log,rolling_zscore_60_log,predicted_anomaly,anomaly_score,best_predicted_anomaly,final_predicted_anomaly,final_anomaly_score
10/1/2010,15:27:00,5.554,0.44,241.66,23.2,9.0,38.0,19.0,2010-01-10 15:27:00,0 days 00:01:00,12,0,15,6,1,10,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.17117705961019986,0.985240282501282,21.877604415964903,5.91,6.106,4.498,6.749173627730994,4.205756574731494,4.506,21.877604415964903,5.314326740266082,2.3261930521742027,3.336,21.877604415964903,-16.3236044159649,-0.7461330481832787,-1.195173627730994,0.23967325973391862,-0.2841756546043792,0.10303240288242857,-0.5574036562228439,-0.2501169985625257,0.09806311688649452,1,-0.1289976306547238,1,1,-0.1289976306547238
1/12/2007,21:09:00,22.63013519142466,0.572,237.74,70.20428437830645,38.0,0.0,18.0,2007-12-01 21:09:00,0 days 00:01:00,5,1,21,5,12,335,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-0.4972040784469378,0.8676336233547726,5.81,5.578,5.422,3.322,5.576400000000001,0.10259546077446428,5.422,5.81,4.0071104785076255,1.143557421625184,3.244,8.67062871045753,16.82013519142466,2.8950313763155395,17.053735191424657,18.623024712917037,166.22309664278328,16.285167986099587,1.3597017348269897,5.119328828926141,2.8498487919320663,1,-0.12880558338665848,1,1,-0.12880558338665848
3/2/2007,19:13:00,5.578,0.488,230.47,24.4,7.0,34.0,16.0,2007-02-03 19:13:00,0 days 00:01:00,0,0,19,5,2,34,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.5521013427459208,0.8337770129585915,29.359842878460327,5.418,7.504,3.376,8.225456191897356,5.911561084467917,5.404,29.359842878460327,6.107664047974339,3.480282782375819,3.376,29.359842878460327,-23.781842878460328,-0.810012579661833,-2.647456191897356,-0.5296640479743386,-0.447843835844529,-0.15218994578732561,-0.5933337953429931,-0.37007543997382436,-0.14166443217785227,1,-0.12875717539616116,1,1,-0.12875717539616116
12/10/2008,19:39:00,6.532,0.36,232.33,28.2,0.0,72.0,11.0,2008-10-12 19:39:00,0 days 00:01:00,5,0,19,6,10,286,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.9785481345802031,0.20601832032517084,6.944,6.202,24.518544945383145,6.488,7.767236329692211,4.695396949744691,4.81,24.518544945383145,5.008142415756385,3.039656377905862,1.632,24.518544945383145,-0.4119999999999999,-0.05933178869069862,-1.2352363296922109,1.5238575842436148,-0.2630738876634011,0.5013256088155135,-0.05763832131825766,-0.23354834337010225,0.4063484570509237,1,-0.12817735136545028,1,1,-0.12817735136545028
3/2/2007,19:19:00,6.408,0.704,231.89,27.8,9.0,36.0,17.0,2007-02-03 19:19:00,0 days 00:01:00,0,0,19,5,2,34,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.5521013427459208,0.8337770129585915,7.846,5.38,7.32,3.738,8.234122858564023,5.920663651863562,5.38,29.359842878460327,6.422297381307672,3.388762362476268,3.564,29.359842878460327,-1.4379999999999997,-0.18327808013279628,-1.8261228585640223,-0.014297381307671664,-0.30843212280590204,-0.004219056923550151,-0.16828862088354563,-0.26882956759280835,-0.004210181657632312,1,-0.12807048004112742,1,1,-0.12807048004112742
11/4/2010,20:56:00,6.856,0.0,233.46,29.4,73.0,0.0,18.0,2010-04-11 20:56:00,0 days 00:01:00,14,0,20,6,4,101,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.986146248341595,-0.16587819893463143,7.082,7.636,6.06,0.354,7.7117520121883025,3.7827310559337546,5.976,21.018280182824547,3.6027380030470755,3.4387933997599824,0.354,21.018280182824547,-0.22599999999999998,-0.031911884790753346,-0.8557520121883027,3.2532619969529244,-0.22622597259351368,0.9460475285255556,-0.03141328045934264,-0.2039411374901873,0.6658004071683117,1,-0.1279282972564343,1,1,-0.1279282972564343
4/3/2007,19:33:00,10.65,0.5,229.97,46.4,36.0,70.0,17.0,2007-03-04 19:33:00,0 days 00:01:00,0,0,19,6,3,63,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.8837203473619977,0.4680153284438345,10.154,7.776,3.968,5.106,7.0582666666666665,1.6144394633903252,3.968,10.154,4.502733333333334,1.8052193619150254,2.834,10.154,0.49600000000000044,0.04884773992045111,3.591733333333334,6.147266666666666,2.2247556596459113,3.4052740605138867,0.047692171043589325,1.1708571829265846,1.4828024732334995,1,-0.12765472802648148,1,1,-0.12765472802648148
1/12/2007,21:10:00,5.81,0.492,238.52,24.4,39.0,0.0,17.0,2007-12-01 21:10:00,0 days 00:01:00,5,0,21,5,12,335,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-0.4972040784469378,0.8676336233547726,22.63013519142466,5.648,5.518,3.28,6.723609012761645,4.401396518921294,5.482,22.63013519142466,4.328912731698036,2.65945694309164,3.244,22.63013519142466,-16.82013519142466,-0.7432626586577235,-0.9136090127616452,1.4810872683019634,-0.20757253040804308,0.5569134225501645,-0.5557584486200661,-0.18861217133117714,0.44270528600728376,1,-0.1275591504419782,1,1,-0.1275591504419782
3/2/2007,19:28:00,7.834,0.68,229.82,34.2,36.0,36.0,16.0,2007-02-03 19:28:00,0 days 00:01:00,0,0,19,5,2,34,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.5521013427459208,0.8337770129585915,5.71,7.848,5.578,3.898,6.517733333333334,1.0310546242052674,4.996,7.848,6.805330714641006,3.234236466386417,3.69,29.359842878460327,2.1239999999999997,0.37197891909300884,1.3162666666666656,1.028669285358994,1.2766216607400782,0.31805630047462696,0.31625416409309004,0.8226926163766209,0.27615815176482145,1,-0.12725784775987492,1,1,-0.12725784775987492
11/4/2010,21:02:00,6.206,0.118,233.36,27.6,65.0,0.0,17.0,2010-04-11 21:02:00,0 days 00:01:00,14,0,21,6,4,101,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.986146248341595,-0.16587819893463143,7.144,7.044,5.976,0.618,8.12921867885497,3.620904828848,5.976,21.018280182824547,4.2566046697137425,3.4189396785047226,0.618,21.018280182824547,-0.9379999999999997,-0.13129897378233846,-1.9232186788549699,1.9493953302862579,-0.5311431174695764,0.5701754092189273,-0.1233665068362321,-0.42601459203851333,0.4511873387365259,1,-0.12719806620069174,1,1,-0.12719806620069174
